0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	188	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	225	242	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	243	250	218	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	228	222	201	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	218	224	212	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	231	240	215	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	237	226	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	207	213	205	191	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	218	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	154	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
